time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/13:52:56.826487,2375,1631296376,826165199,,368,100,93,96
2021/09/10/13:52:56.842680,2376,1631296376,842160224,,369,103,93,95
2021/09/10/13:52:56.858971,2377,1631296376,858190298,,370,103,93,95
2021/09/10/13:52:56.884525,2378,1631296376,884120225,,371,103,93,95
2021/09/10/13:52:56.900702,2379,1631296376,900173664,,372,103,93,95
2021/09/10/13:52:56.926379,2380,1631296376,926038265,,373,103,93,95
2021/09/10/13:52:56.942445,2381,1631296376,941997766,,374,103,93,95
2021/09/10/13:52:57.029508,2382,1631296377,29141426,,375,103,95,95
2021/09/10/13:52:57.030643,2383,1631296377,30365705,,376,103,95,93
2021/09/10/13:52:57.031063,2384,1631296377,30793190,,377,103,95,93
2021/09/10/13:52:57.057714,2385,1631296377,56915283,,378,103,95,93
2021/09/10/13:52:57.058945,2386,1631296377,58114528,,379,103,95,93
2021/09/10/13:52:57.084219,2387,1631296377,83815097,,380,100,95,93
2021/09/10/13:52:57.100098,2388,1631296377,99732160,,381,100,90,93
2021/09/10/13:52:57.125960,2389,1631296377,125651597,,382,100,90,93
2021/09/10/13:52:57.142114,2390,1631296377,141663789,,383,100,90,93
2021/09/10/13:52:57.158011,2391,1631296377,157659053,,384,100,90,93
2021/09/10/13:52:57.183973,2392,1631296377,183614015,,385,100,90,93
2021/09/10/13:52:57.200195,2393,1631296377,199561595,,386,99,90,93
2021/09/10/13:52:57.225840,2394,1631296377,225447177,,387,99,96,95
2021/09/10/13:52:57.241939,2395,1631296377,241432428,,388,99,96,95
2021/09/10/13:52:57.258066,2396,1631296377,257486104,,389,99,96,95
2021/09/10/13:52:57.284813,2397,1631296377,284494161,,390,99,96,95
2021/09/10/13:52:57.301162,2398,1631296377,300428390,,391,99,96,95
2021/09/10/13:52:57.326649,2399,1631296377,326291799,,392,100,96,95
2021/09/10/13:52:57.342470,2400,1631296377,342220544,,393,100,98,95
2021/09/10/13:52:57.359149,2401,1631296377,358377218,,394,100,98,95
2021/09/10/13:52:57.384588,2402,1631296377,384235620,,395,100,98,95
2021/09/10/13:52:57.400600,2403,1631296377,400178909,,396,100,98,95
2021/09/10/13:52:57.426401,2404,1631296377,426105022,,397,100,98,95
2021/09/10/13:52:57.442541,2405,1631296377,442058324,,398,103,98,95
2021/09/10/13:52:57.458945,2406,1631296377,458231687,,399,103,97,95
2021/09/10/13:52:57.484317,2407,1631296377,483972549,,400,103,95,97
2021/09/10/13:52:57.500475,2408,1631296377,500023841,,401,103,95,97
2021/09/10/13:52:57.526250,2409,1631296377,525938987,,402,103,95,97
2021/09/10/13:52:57.542088,2410,1631296377,541798830,,403,103,95,97
2021/09/10/13:52:57.558393,2411,1631296377,557940959,,404,103,95,97
2021/09/10/13:52:57.584327,2412,1631296377,583838701,,405,103,95,97
2021/09/10/13:52:57.600371,2413,1631296377,599816083,,406,103,94,96
2021/09/10/13:52:57.626082,2414,1631296377,625730276,,407,103,94,96
2021/09/10/13:52:57.642096,2415,1631296377,641670942,,408,103,94,96
2021/09/10/13:52:57.658179,2416,1631296377,657756805,,409,103,94,96
2021/09/10/13:52:57.684185,2417,1631296377,683722734,,410,103,94,96
2021/09/10/13:52:57.700107,2418,1631296377,699645757,,411,103,94,96
2021/09/10/13:52:57.725930,2419,1631296377,725595951,,412,103,95,98
2021/09/10/13:52:57.741949,2420,1631296377,741544485,,413,103,95,98
2021/09/10/13:52:57.758338,2421,1631296377,757614374,,414,103,95,98
2021/09/10/13:52:57.784106,2422,1631296377,783571481,,415,103,95,98
2021/09/10/13:52:57.800027,2423,1631296377,799536705,,416,103,95,98
2021/09/10/13:52:57.825717,2424,1631296377,825363636,,417,103,95,98
2021/09/10/13:52:57.841845,2425,1631296377,841367006,,418,103,96,96
2021/09/10/13:52:57.857824,2426,1631296377,857369899,,419,103,96,96
2021/09/10/13:52:57.884926,2427,1631296377,884332180,,420,103,96,96
2021/09/10/13:52:57.900932,2428,1631296377,900293111,,421,105,96,96
2021/09/10/13:52:57.926611,2429,1631296377,926177501,,422,105,96,96
2021/09/10/13:52:57.942530,2430,1631296377,942183971,,423,105,96,96
2021/09/10/13:52:57.959579,2431,1631296377,958273649,,424,105,96,96
2021/09/10/13:52:57.984378,2432,1631296377,984082937,,425,105,97,96
2021/09/10/13:52:58.000502,2433,1631296378,80823,,426,105,97,96
2021/09/10/13:52:58.026421,2434,1631296378,26017665,,427,105,97,96
2021/09/10/13:52:58.042391,2435,1631296378,41990995,,428,105,97,96
2021/09/10/13:52:58.058960,2436,1631296378,58160305,,429,105,97,96
2021/09/10/13:52:58.084284,2437,1631296378,83914279,,430,105,97,96
2021/09/10/13:52:58.100423,2438,1631296378,99920988,,431,105,95,97
2021/09/10/13:52:58.126166,2439,1631296378,125866889,,432,104,95,97
2021/09/10/13:52:58.142392,2440,1631296378,141899347,,433,104,95,97
2021/09/10/13:52:58.158424,2441,1631296378,157803297,,434,104,95,97
2021/09/10/13:52:58.184014,2442,1631296378,183740854,,435,104,95,97
2021/09/10/13:52:58.200106,2443,1631296378,199705362,,436,104,95,97
2021/09/10/13:52:58.225981,2444,1631296378,225634098,,437,104,97,98
2021/09/10/13:52:58.241978,2445,1631296378,241583585,,438,102,97,98
2021/09/10/13:52:58.258550,2446,1631296378,257703542,,439,102,97,98
2021/09/10/13:52:58.284162,2447,1631296378,283632040,,440,102,97,98
2021/09/10/13:52:58.299799,2448,1631296378,299480676,,441,102,97,98
2021/09/10/13:52:58.325798,2449,1631296378,325438022,,442,102,97,98
2021/09/10/13:52:58.341669,2450,1631296378,341352701,,443,102,100,97
2021/09/10/13:52:58.357872,2451,1631296378,357403516,,444,98,100,97
2021/09/10/13:52:58.384983,2452,1631296378,384480714,,445,98,100,97
2021/09/10/13:52:58.400869,2453,1631296378,400366783,,446,98,100,97
2021/09/10/13:52:58.426689,2454,1631296378,426302433,,447,98,100,97
2021/09/10/13:52:58.442580,2455,1631296378,442221403,,448,98,100,97
2021/09/10/13:52:58.458742,2456,1631296378,458328247,,449,98,97,97
2021/09/10/13:52:58.484575,2457,1631296378,484202146,,450,98,97,97
2021/09/10/13:52:58.500648,2458,1631296378,500210523,,451,98,97,97
2021/09/10/13:52:58.526602,2459,1631296378,526163339,,452,98,97,97
2021/09/10/13:52:58.542407,2460,1631296378,542037963,,453,98,97,97
2021/09/10/13:52:58.558514,2461,1631296378,558104753,,454,98,97,97
2021/09/10/13:52:58.584244,2462,1631296378,583965778,,455,98,95,93
2021/09/10/13:52:58.600684,2463,1631296378,600033521,,456,98,91,93
2021/09/10/13:52:58.626158,2464,1631296378,625900506,,457,97,91,93
2021/09/10/13:52:58.642009,2465,1631296378,641793727,,458,97,91,93
2021/09/10/13:52:58.658577,2466,1631296378,657868862,,459,97,91,93
2021/09/10/13:52:58.684286,2467,1631296378,683845520,,460,97,91,93
2021/09/10/13:52:58.700298,2468,1631296378,699767112,,461,97,91,93
2021/09/10/13:52:58.726090,2469,1631296378,725708723,,462,97,88,85
2021/09/10/13:52:58.742049,2470,1631296378,741677999,,463,93,87,85
2021/09/10/13:52:58.758640,2471,1631296378,757788181,,464,93,87,85
2021/09/10/13:52:58.784210,2472,1631296378,783686399,,465,93,87,85
2021/09/10/13:52:58.800228,2473,1631296378,799681425,,466,93,87,85
2021/09/10/13:52:58.825886,2474,1631296378,825599431,,467,93,87,85
2021/09/10/13:52:58.842144,2475,1631296378,841540098,,468,93,87,85
2021/09/10/13:52:58.858180,2476,1631296378,857556819,,469,91,86,85
2021/09/10/13:52:58.883949,2477,1631296378,883491039,,470,91,81,80
2021/09/10/13:52:58.899756,2478,1631296378,899437189,,471,91,81,80
2021/09/10/13:52:58.925938,2479,1631296378,925465345,,472,91,81,80
2021/09/10/13:52:58.941487,2480,1631296378,941261768,,473,91,81,80
2021/09/10/13:52:58.958413,2481,1631296378,957598447,,474,91,81,80
2021/09/10/13:52:58.984882,2482,1631296378,984412908,,475,91,81,80
2021/09/10/13:52:59.000809,2483,1631296379,268459,,476,85,81,80
2021/09/10/13:52:59.026418,2484,1631296379,26170253,,477,82,80,79
2021/09/10/13:52:59.042472,2485,1631296379,42118787,,478,82,80,77
2021/09/10/13:52:59.058799,2486,1631296379,58286190,,479,82,80,77
2021/09/10/13:52:59.084606,2487,1631296379,84046602,,480,82,80,77
2021/09/10/13:52:59.101000,2488,1631296379,100089550,,481,82,80,77
2021/09/10/13:52:59.126342,2489,1631296379,125990152,,482,82,80,77
2021/09/10/13:52:59.142400,2490,1631296379,142000913,,483,82,80,77
2021/09/10/13:52:59.158727,2491,1631296379,158103704,,484,77,80,77
2021/09/10/13:52:59.184153,2492,1631296379,183878660,,485,75,76,77
2021/09/10/13:52:59.200192,2493,1631296379,199879884,,486,75,76,74
2021/09/10/13:52:59.226195,2494,1631296379,225873947,,487,75,76,74
2021/09/10/13:52:59.242224,2495,1631296379,241813421,,488,75,76,74
2021/09/10/13:52:59.258322,2496,1631296379,257889509,,489,75,76,74
2021/09/10/13:52:59.284246,2497,1631296379,283850908,,490,75,76,74
2021/09/10/13:52:59.300581,2498,1631296379,299801826,,491,75,76,74
2021/09/10/13:52:59.326076,2499,1631296379,325660705,,492,75,76,74
2021/09/10/13:52:59.342047,2500,1631296379,341602325,,493,72,72,74
2021/09/10/13:52:59.358269,2501,1631296379,357682466,,494,72,70,69
2021/09/10/13:52:59.383952,2502,1631296379,383569717,,495,72,70,69
2021/09/10/13:52:59.399937,2503,1631296379,399530410,,496,72,70,69
2021/09/10/13:52:59.425736,2504,1631296379,425458431,,497,72,70,69
2021/09/10/13:52:59.441738,2505,1631296379,441428899,,498,72,70,69
2021/09/10/13:52:59.458004,2506,1631296379,457550287,,499,72,70,69
2021/09/10/13:52:59.483936,2507,1631296379,483499050,,500,72,70,69
2021/09/10/13:52:59.499810,2508,1631296379,499393701,,501,70,70,69
2021/09/10/13:52:59.525636,2509,1631296379,525343894,,502,69,69,69
2021/09/10/13:52:59.541715,2510,1631296379,541304826,,503,69,69,67
2021/09/10/13:52:59.558164,2511,1631296379,557442188,,504,69,69,67
2021/09/10/13:52:59.584676,2512,1631296379,584300994,,505,69,69,67
2021/09/10/13:52:59.600865,2513,1631296379,600253582,,506,69,69,67
2021/09/10/13:52:59.626543,2514,1631296379,626199722,,507,69,69,67
2021/09/10/13:52:59.642849,2515,1631296379,642218351,,508,69,69,67
2021/09/10/13:52:59.659081,2516,1631296379,658246755,,509,69,69,67
2021/09/10/13:52:59.684428,2517,1631296379,684099912,,510,67,69,67
2021/09/10/13:52:59.700949,2518,1631296379,700081348,,511,65,65,67
2021/09/10/13:52:59.726311,2519,1631296379,725990295,,512,65,64,65
2021/09/10/13:52:59.742422,2520,1631296379,741974592,,513,65,64,62
2021/09/10/13:52:59.758576,2521,1631296379,758050203,,514,65,64,62
2021/09/10/13:52:59.784609,2522,1631296379,784012794,,515,65,64,62
2021/09/10/13:52:59.800625,2523,1631296379,799957752,,516,65,64,62
2021/09/10/13:52:59.826353,2524,1631296379,825878381,,517,65,64,62
2021/09/10/13:52:59.842200,2525,1631296379,841711044,,518,65,64,62
2021/09/10/13:52:59.858426,2526,1631296379,857801198,,519,65,64,62
2021/09/10/13:52:59.884198,2527,1631296379,883740901,,520,61,64,62
2021/09/10/13:52:59.900182,2528,1631296379,899672269,,521,58,61,62
2021/09/10/13:52:59.925966,2529,1631296379,925626516,,522,58,57,62
2021/09/10/13:52:59.941797,2530,1631296379,941490411,,523,58,57,56
2021/09/10/13:52:59.957945,2531,1631296379,957605838,,524,58,57,56
2021/09/10/13:52:59.983956,2532,1631296379,983565807,,525,58,57,56
2021/09/10/13:52:59.999955,2533,1631296379,999541759,,526,58,57,56
2021/09/10/13:53:00.025917,2534,1631296380,25465488,,527,58,57,56
2021/09/10/13:53:00.041936,2535,1631296380,41426658,,528,58,57,56
2021/09/10/13:53:00.058472,2536,1631296380,57463645,,529,58,57,56
2021/09/10/13:53:00.084767,2537,1631296380,84420204,,530,58,57,56
2021/09/10/13:53:00.100938,2538,1631296380,100318670,,531,57,57,56
2021/09/10/13:53:00.126566,2539,1631296380,126220941,,532,53,57,56
2021/09/10/13:53:00.142498,2540,1631296380,142135858,,533,53,52,56
2021/09/10/13:53:00.158887,2541,1631296380,158239126,,534,53,50,54
2021/09/10/13:53:00.184850,2542,1631296380,184163570,,535,53,50,51
2021/09/10/13:53:00.200579,2543,1631296380,200113058,,536,53,50,51
2021/09/10/13:53:00.226422,2544,1631296380,226055860,,537,53,50,51
2021/09/10/13:53:00.242277,2545,1631296380,241958618,,538,53,50,51
2021/09/10/13:53:00.258912,2546,1631296380,258094072,,539,53,50,51
2021/09/10/13:53:00.284260,2547,1631296380,283880710,,540,53,50,51
2021/09/10/13:53:00.300556,2548,1631296380,299891948,,541,53,50,51
2021/09/10/13:53:00.326162,2549,1631296380,325855731,,542,53,50,51
2021/09/10/13:53:00.342213,2550,1631296380,341811418,,543,53,50,51
2021/09/10/13:53:00.358455,2551,1631296380,357829809,,544,48,50,51
2021/09/10/13:53:00.384165,2552,1631296380,383740425,,545,47,50,51
2021/09/10/13:53:00.400111,2553,1631296380,399686098,,546,47,48,51
2021/09/10/13:53:00.426296,2554,1631296380,425779104,,547,47,47,48
2021/09/10/13:53:00.442124,2555,1631296380,441717147,,548,47,47,45
2021/09/10/13:53:00.458613,2556,1631296380,457895040,,549,47,47,45
2021/09/10/13:53:00.484028,2557,1631296380,483603477,,550,47,47,45
2021/09/10/13:53:00.500041,2558,1631296380,499572992,,551,47,47,45
2021/09/10/13:53:00.525792,2559,1631296380,525467157,,552,47,47,45
2021/09/10/13:53:00.541582,2560,1631296380,541389226,,553,47,47,45
2021/09/10/13:53:00.557968,2561,1631296380,557527542,,554,47,47,45
2021/09/10/13:53:00.583845,2562,1631296380,583425998,,555,47,47,45
2021/09/10/13:53:00.599930,2563,1631296380,599370002,,556,47,47,45
2021/09/10/13:53:00.625535,2564,1631296380,625271797,,557,47,47,45
2021/09/10/13:53:00.641560,2565,1631296380,641182422,,558,44,47,45
2021/09/10/13:53:00.657908,2566,1631296380,657351970,,559,44,47,45
2021/09/10/13:53:00.684634,2567,1631296380,684223890,,560,44,43,45
2021/09/10/13:53:00.700743,2568,1631296380,700204133,,561,44,42,45
2021/09/10/13:53:00.726572,2569,1631296380,726178884,,562,44,42,42
2021/09/10/13:53:00.742745,2570,1631296380,742076635,,563,44,42,41
2021/09/10/13:53:00.758669,2571,1631296380,758117914,,564,44,42,41
2021/09/10/13:53:00.784292,2572,1631296380,783951520,,565,44,42,41
2021/09/10/13:53:00.800577,2573,1631296380,800081968,,566,44,42,41
2021/09/10/13:53:00.826478,2574,1631296380,826005935,,567,44,42,41
2021/09/10/13:53:00.842389,2575,1631296380,841907501,,568,44,42,41
2021/09/10/13:53:00.858643,2576,1631296380,858024835,,569,44,42,41
2021/09/10/13:53:00.884163,2577,1631296380,883856534,,570,44,42,41
2021/09/10/13:53:00.900434,2578,1631296380,899823188,,571,44,42,41
2021/09/10/13:53:00.926044,2579,1631296380,925723314,,572,42,42,41
2021/09/10/13:53:00.941886,2580,1631296380,941650867,,573,40,42,41
2021/09/10/13:53:00.958177,2581,1631296380,957776784,,574,37,42,41
2021/09/10/13:53:00.984322,2582,1631296380,983706712,,575,37,40,41
2021/09/10/13:53:01.000089,2583,1631296380,999656677,,576,37,38,41
2021/09/10/13:53:01.025886,2584,1631296381,25597095,,577,37,36,40
2021/09/10/13:53:01.041841,2585,1631296381,41509389,,578,37,36,38
2021/09/10/13:53:01.058300,2586,1631296381,57558298,,579,37,36,36
2021/09/10/13:53:01.083975,2587,1631296381,83511114,,580,37,36,34
2021/09/10/13:53:01.100142,2588,1631296381,99505662,,581,37,36,34
2021/09/10/13:53:01.125805,2589,1631296381,125371932,,582,37,36,34
2021/09/10/13:53:01.141735,2590,1631296381,141373634,,583,37,36,34
2021/09/10/13:53:01.157948,2591,1631296381,157441616,,584,37,36,34
2021/09/10/13:53:01.184723,2592,1631296381,184390783,,585,37,36,34
2021/09/10/13:53:01.200848,2593,1631296381,200335502,,586,37,36,34
2021/09/10/13:53:01.226684,2594,1631296381,226206779,,587,37,36,34
2021/09/10/13:53:01.242607,2595,1631296381,242181301,,588,37,36,34
2021/09/10/13:53:01.259236,2596,1631296381,258339643,,589,37,36,34
2021/09/10/13:53:01.284476,2597,1631296381,284116506,,590,37,36,34
2021/09/10/13:53:01.300775,2598,1631296381,300118207,,591,35,36,34
2021/09/10/13:53:01.326366,2599,1631296381,326018810,,592,33,36,34
2021/09/10/13:53:01.342541,2600,1631296381,341963529,,593,31,36,34
2021/09/10/13:53:01.358616,2601,1631296381,358038663,,594,30,34,34
2021/09/10/13:53:01.384504,2602,1631296381,383969545,,595,30,32,34
2021/09/10/13:53:01.400852,2603,1631296381,399943590,,596,30,31,34
2021/09/10/13:53:01.426394,2604,1631296381,425872564,,597,30,29,34
2021/09/10/13:53:01.442204,2605,1631296381,441780090,,598,30,29,32
2021/09/10/13:53:01.458700,2606,1631296381,457839488,,599,30,29,30
2021/09/10/13:53:01.484410,2607,1631296381,483763456,,600,30,29,29
2021/09/10/13:53:01.500365,2608,1631296381,499755144,,601,30,29,29
2021/09/10/13:53:01.526114,2609,1631296381,525729656,,602,30,29,29
2021/09/10/13:53:01.541794,2610,1631296381,541544914,,603,30,29,29
2021/09/10/13:53:01.558317,2611,1631296381,557700634,,604,30,29,29
2021/09/10/13:53:01.583952,2612,1631296381,583583354,,605,30,29,29
2021/09/10/13:53:01.599977,2613,1631296381,599531650,,606,30,29,29
2021/09/10/13:53:01.625873,2614,1631296381,625442028,,607,30,29,29
2021/09/10/13:53:01.641891,2615,1631296381,641386508,,608,30,29,29
2021/09/10/13:53:01.657913,2616,1631296381,657415151,,609,30,29,29
2021/09/10/13:53:01.683897,2617,1631296381,683425188,,610,30,29,29
2021/09/10/13:53:01.699870,2618,1631296381,699368000,,611,30,29,29
2021/09/10/13:53:01.725494,2619,1631296381,725213766,,612,30,29,29
2021/09/10/13:53:01.741425,2620,1631296381,741118669,,613,30,29,29
2021/09/10/13:53:01.757729,2621,1631296381,757253646,,614,29,29,29
2021/09/10/13:53:01.784420,2622,1631296381,784147739,,615,28,29,29
2021/09/10/13:53:01.800532,2623,1631296381,800084114,,616,28,29,29
2021/09/10/13:53:01.826454,2624,1631296381,826079845,,617,28,29,29
2021/09/10/13:53:01.842259,2625,1631296381,841963768,,618,28,28,29
2021/09/10/13:53:01.858548,2626,1631296381,857997655,,619,28,27,29
2021/09/10/13:53:01.884351,2627,1631296381,883947849,,620,28,27,29
2021/09/10/13:53:01.900437,2628,1631296381,899903297,,621,28,27,28
2021/09/10/13:53:01.926574,2629,1631296381,925933837,,622,28,27,27
2021/09/10/13:53:01.942173,2630,1631296381,941801071,,623,28,27,27
2021/09/10/13:53:02.029526,2631,1631296382,29158592,,624,28,27,27
2021/09/10/13:53:02.030555,2632,1631296382,30351877,,625,28,27,27
2021/09/10/13:53:02.031038,2633,1631296382,30740499,,626,28,27,27
2021/09/10/13:53:02.057251,2634,1631296382,56698322,,627,28,27,27
2021/09/10/13:53:02.057891,2635,1631296382,57449579,,628,28,27,27
2021/09/10/13:53:02.084060,2636,1631296382,83679914,,629,28,27,27
2021/09/10/13:53:02.099873,2637,1631296382,99549293,,630,28,27,27
2021/09/10/13:53:02.125901,2638,1631296382,125514984,,631,28,27,27
2021/09/10/13:53:02.141956,2639,1631296382,141547918,,632,28,27,27
2021/09/10/13:53:02.158074,2640,1631296382,157540559,,633,28,27,27
2021/09/10/13:53:02.183786,2641,1631296382,183425188,,634,28,27,27
2021/09/10/13:53:02.199714,2642,1631296382,199382781,,635,28,27,27
2021/09/10/13:53:02.225628,2643,1631296382,225306034,,636,27,27,27
2021/09/10/13:53:02.241771,2644,1631296382,241293430,,637,26,27,27
2021/09/10/13:53:02.257791,2645,1631296382,257307291,,638,25,27,27
2021/09/10/13:53:02.284581,2646,1631296382,284178495,,639,24,27,27
2021/09/10/13:53:02.300502,2647,1631296382,300160408,,640,24,27,27
2021/09/10/13:53:02.326484,2648,1631296382,326131820,,641,24,26,27
2021/09/10/13:53:02.342520,2649,1631296382,342170238,,642,24,25,27
2021/09/10/13:53:02.358623,2650,1631296382,358181953,,643,24,24,27
2021/09/10/13:53:02.384251,2651,1631296382,383996486,,644,24,24,26
2021/09/10/13:53:02.400690,2652,1631296382,400019168,,645,24,24,25
2021/09/10/13:53:02.426391,2653,1631296382,425937891,,646,24,24,24
2021/09/10/13:53:02.442155,2654,1631296382,441845417,,647,24,24,24
2021/09/10/13:53:02.458424,2655,1631296382,457947254,,648,24,24,24
2021/09/10/13:53:02.484469,2656,1631296382,483932495,,649,24,24,24
2021/09/10/13:53:02.500527,2657,1631296382,499887704,,650,24,24,24
2021/09/10/13:53:02.525976,2658,1631296382,525727510,,651,24,24,24
2021/09/10/13:53:02.541930,2659,1631296382,541646718,,652,24,24,24
2021/09/10/13:53:02.558100,2660,1631296382,557710409,,653,24,24,24
2021/09/10/13:53:02.584013,2661,1631296382,583641290,,654,24,24,24
2021/09/10/13:53:02.600109,2662,1631296382,599646806,,655,24,24,24
2021/09/10/13:53:02.625839,2663,1631296382,625558137,,656,24,24,24
2021/09/10/13:53:02.641801,2664,1631296382,641475915,,657,24,24,24
2021/09/10/13:53:02.658653,2665,1631296382,657593011,,658,24,24,24
2021/09/10/13:53:02.683762,2666,1631296382,683478116,,659,24,24,24
2021/09/10/13:53:02.699780,2667,1631296382,699441432,,660,24,24,24
2021/09/10/13:53:02.725672,2668,1631296382,725346565,,661,24,24,24
2021/09/10/13:53:02.741691,2669,1631296382,741359710,,662,24,24,24
2021/09/10/13:53:02.757981,2670,1631296382,757508277,,663,24,24,24
2021/09/10/13:53:02.784660,2671,1631296382,784325599,,664,24,24,24
2021/09/10/13:53:02.801129,2672,1631296382,800403833,,665,24,24,24
2021/09/10/13:53:02.826687,2673,1631296382,826257705,,666,24,24,24
2021/09/10/13:53:02.842725,2674,1631296382,842189550,,667,24,24,24
2021/09/10/13:53:02.858644,2675,1631296382,858219385,,668,24,24,24
