time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/13:55:51.158084,8021,1631296551,157689571,,12.0,15.0,15.0,14.0
2021/09/10/13:55:51.183939,8022,1631296551,183602094,,12.0,15.0,15.0,14.0
2021/09/10/13:55:51.199974,8023,1631296551,199540615,,12.0,15.0,15.0,14.0
2021/09/10/13:55:51.226070,8024,1631296551,225569963,,12.0,15.0,15.0,14.0
2021/09/10/13:55:51.242074,8025,1631296551,241550445,,11.0,15.0,14.0,14.0
2021/09/10/13:55:51.258079,8026,1631296551,257517576,,11.0,14.0,14.0,14.0
2021/09/10/13:55:51.283821,8027,1631296551,283425331,,11.0,14.0,14.0,14.0
2021/09/10/13:55:51.299697,8028,1631296551,299366950,,11.0,14.0,13.0,14.0
2021/09/10/13:55:51.325797,8029,1631296551,325400114,,11.0,13.0,13.0,14.0
2021/09/10/13:55:51.341618,8030,1631296551,341293811,,10.0,13.0,13.0,14.0
2021/09/10/13:55:51.357808,8031,1631296551,357300519,,10.0,13.0,12.0,14.0
2021/09/10/13:55:51.383700,8032,1631296551,383293628,,10.0,12.0,12.0,14.0
2021/09/10/13:55:51.399682,8033,1631296551,399209022,,10.0,12.0,12.0,13.0
2021/09/10/13:55:51.425469,8034,1631296551,425098419,,10.0,12.0,12.0,13.0
2021/09/10/13:55:51.441520,8035,1631296551,441137790,,9.0,12.0,11.0,13.0
2021/09/10/13:55:51.457620,8036,1631296551,457131147,,9.0,11.0,11.0,12.0
2021/09/10/13:55:51.483422,8037,1631296551,483034610,,9.0,11.0,11.0,12.0
2021/09/10/13:55:51.499552,8038,1631296551,499006271,,9.0,11.0,11.0,12.0
2021/09/10/13:55:51.525310,8039,1631296551,524978876,,9.0,11.0,11.0,12.0
2021/09/10/13:55:51.541114,8040,1631296551,540868759,,9.0,10.0,10.0,11.0
2021/09/10/13:55:51.557393,8041,1631296551,556919336,,9.0,10.0,10.0,11.0
2021/09/10/13:55:51.584172,8042,1631296551,583856344,,8.0,10.0,10.0,11.0
2021/09/10/13:55:51.600138,8043,1631296551,599792480,,8.0,10.0,10.0,11.0
2021/09/10/13:55:51.626033,8044,1631296551,625768423,,8.0,10.0,10.0,10.0
2021/09/10/13:55:51.641866,8045,1631296551,641669034,,8.0,10.0,9.0,10.0
2021/09/10/13:55:51.658086,8046,1631296551,657733678,,8.0,9.0,9.0,10.0
2021/09/10/13:55:51.684119,8047,1631296551,683658838,,8.0,9.0,9.0,10.0
2021/09/10/13:55:51.699983,8048,1631296551,699571371,,8.0,9.0,9.0,10.0
2021/09/10/13:55:51.726203,8049,1631296551,725654602,,8.0,9.0,9.0,10.0
2021/09/10/13:55:51.741900,8050,1631296551,741549015,,7.0,9.0,9.0,9.0
2021/09/10/13:55:51.757995,8051,1631296551,757599830,,7.0,9.0,9.0,9.0
2021/09/10/13:55:51.783777,8052,1631296551,783530235,,7.0,8.0,8.0,9.0
2021/09/10/13:55:51.799741,8053,1631296551,799436569,,7.0,8.0,8.0,9.0
2021/09/10/13:55:51.825665,8054,1631296551,825426578,,7.0,8.0,8.0,9.0
2021/09/10/13:55:51.841886,8055,1631296551,841455221,,7.0,8.0,8.0,9.0
2021/09/10/13:55:51.857766,8056,1631296551,857405424,,7.0,8.0,8.0,8.0
2021/09/10/13:55:51.883613,8057,1631296551,883292675,,7.0,8.0,8.0,8.0
2021/09/10/13:55:51.899664,8058,1631296551,899294614,,7.0,8.0,8.0,8.0
2021/09/10/13:55:51.925504,8059,1631296551,925230264,,7.0,8.0,8.0,8.0
2021/09/10/13:55:51.941717,8060,1631296551,941169500,,7.0,8.0,7.0,8.0
